Question,Answers,Category
What is Form 15G/ 15H?,"Form 15G/ 15H is a self-declaration form that the depositor can submit to avoid TDS if their interest income from fixed deposits is higher than Rs. 5,000, but total income is below the taxable limit.",FAQ
What is the difference between Form 15G and Form 15H?,"Form 15G is meant for resident individuals below 60 years of age, while Form 15H is for those aged 60 years and above during that financial year.",FAQ
Where can I download Form 15G/ H from?,"These forms are readily available at your nearest Bajaj Finance Limited branch. You can also contact your tax consultant for the same. Alternatively, you can visit their website and download the forms online from the ‘Forms/ Download’ section.",FAQ
How will the submission of Form 15G/ H impact TDS deduction?,"If your total taxable income during the financial year is not likely to exceed the taxable limit as per the income tax slab, you can submit Form 15G/ H to Bajaj Finance Limited. From the date of submission of Form 15 G/ H, TDS will not be cut on the interest paid to you.",FAQ
"On submitting Form 15G/ H to Bajaj Finserv, will there be any query from the Income Tax Department?","Since a copy of Form 15G/ H has to be sent to the Income Tax Department, the department may raise a query if they deem it necessary.",FAQ
What is a fixed deposit scheme?,"A fixed deposit scheme is a savings option that helps you earn interest on money parked with Bajaj Finance Limited at periodic intervals, either through simple or compounded interest on the principal amount. The interest rates are typically higher than those of savings accounts because the money is locked in for a specific period and cannot be withdrawn at the will of the depositor, except in certain scenarios in which the customer is ready to bear the prematurity penalty.",FAQ
Who can invest in a Bajaj Finance Limited Fixed Deposit scheme?,"Individuals, companies, Hindu Undivided Families, a body of individuals, associations of persons, societies, trusts, sole proprietorships, partnerships, societies (both residential and credit co-operative), clubs, schools, universities etc., can invest.",FAQ
Who cannot invest in Bajaj Finance Limited Fixed Deposit scheme?,"Non-resident Indians, foreign citizens, persons of Indian origin (PIOs), charitable trusts and entities qualifying under section 11(5) of the Income Tax Act cannot invest in a Bajaj Finance Limited FD scheme.",FAQ
What are the available interest payout options?,"We offer cumulative and non-cumulative interest payment options.
In a non-cumulative fixed deposit scheme, the interest is payable monthly, quarterly, semi-annually and annually. This scheme is convenient if you require periodic interest payment.",FAQ
What are the interest rates offered by Bajaj Finance Limited?,"For information on FD interest rates, email fd@bajajfinserv.in.",FAQ
Will special rates be given to some categories of applicants?,"Yes, senior citizens are eligible for special rates over and above the card rates of interest. Senior citizens (more than 60 years of age, subject to proof of age) can get an additional rate of 0.25% per annum on the size of their deposit. ",FAQ
My loan/ FD with Bajaj Finance Limited has been closed/ has matured. Will I still get a 0.25% existing client benefit while investing in an FD?,"No, you will not be eligible for the benefit.",FAQ
I am an EMI Network Card holder. Will I still get 0.25% existing client benefit while investing in an FD?,"EMI Network Card holders will get the 0.25% existing client benefit only if they have used the card at least once, which means a loan account number has to get created in our records.",FAQ
I have availed of an auto loan from Bajaj Auto Finance Limited. Will I still get the 0.25% existing client benefit while investing in an FD?,"No, you will not.",FAQ
Are there any benefits on FD renewal?,There are no benefits on FD renewal.,FAQ
BFL has just changed the FD rates. Will those new rates apply to my existing deposit?,"No. Since you have locked in your money with us at a specific rate, you will continue to receive interest at that rate till maturity. If you wish to avail of the new rate, you can invest in a new FD with us.",FAQ
What are the benefits of a Bajaj Finance Fixed Deposit?,A Bajaj finance Limited FD has the following features and benefits:,FAQ
What service facilities will be offered to me?,We are a service-oriented organisation focusing on delivering the best service experience. Some of our key highlights are:,FAQ
Will I need to provide any referral for opening a fixed deposit account?,No referrals are required for opening a fixed deposit account.,FAQ
What payment modes can I use?,You can make a payment by cheque or online through RTGS/ NEFT.,FAQ
Can I open a fixed deposit account by cash payment?,"No, you cannot.",FAQ
What documents do I need to submit for opening a fixed deposit account?,Here’s a list of documents you need to provide for opening an account with us.,FAQ
"A senior citizen with a PAN and Aadhaar card has shifted to rented accommodation. The rent agreement is in their son's name and does not contain the senior citizen’s (parent’s) name. In such a case, which documents are needed from the senior citizen to process his FD?","Apart from PAN and Aadhaar details, the senior citizen should fill in their current/correspondence address and tick ‘No’ for “Is current/correspondence address same as permanent address?” on page 1 of the FD application form as shown in the screenshot below. They need not submit proof of correspondence address.",FAQ
